id,school_name,deviation,category,category_ja
415,筑波大学附属駒場（普通）,74,NATIONAL,国立
417,筑波大附属（普通）,73,NATIONAL,国立
419,お茶の水女子大附（普通）,72,NATIONAL,国立
425,東京学芸大附（普通）,71,NATIONAL,国立
447,東京科学大附属科学技術（科学・技術）,63,NATIONAL,国立
455,筑波大附属坂戸（総合科学）,57,NATIONAL,国立
